date,coral_id,bouyantweight_g,air_temp_c,air_weight_g,fresh_temp_c,fresh_weight_g,salt_temp_c,salt_weight_g,density_aragonite,wound,fish
20240813,63,18.0895,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,63,18.2528,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,Fish
20240813,64,23.3828,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,64,23.7352,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,65,11.4403,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,65,11.6777,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,No Fish
20240813,67,17.4388,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,67,17.4904,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,69,19.3335,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,69,19.6644,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,71,18.1131,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,71,18.4238,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,72,12.9396,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,72,13.1135,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,Fish
20240813,74,17.1065,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,74,17.4081,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,Fish
20240813,75,22.4389,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,75,22.6725,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,Fish
20240813,76,15.5383,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,76,15.8819,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,No Fish
20240813,77,14.2784,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,77,14.5675,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,78,20.9292,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,78,21.1622,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,79,16.4708,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,79,16.7479,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,No Fish
20240813,80,14.9715,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,80,15.229,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,No Fish
20240813,81,14.7209,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,81,14.9538,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,83,10.9348,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,83,11.168,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,No Fish
20240813,84,13.7459,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,84,13.9977,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,85,10.974,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,85,11.1919,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,86,15.4944,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,86,15.8462,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,No Fish
20240813,87,13.2744,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,87,13.535,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,No Fish
20240813,88,15.5035,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,88,15.8156,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,89,11.4787,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,89,11.7588,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,91,9.2984,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,91,9.3955,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,No Fish
20240813,95,19.1361,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,95,19.2863,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,96,10.8033,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,96,11.0494,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,Fish
20240813,98,16.4331,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,98,16.6728,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,No Fish
20240813,99,10.7645,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,99,10.9619,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,Fish
20240813,100,9.5293,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,100,9.7478,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,Fish
20240813,101,16.5374,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,101,16.865,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,Fish
20240813,102,11.8562,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,102,12.0913,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,Fish
20240813,103,14.0331,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,103,14.3716,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,104,13.1439,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,104,13.3936,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,105,16.2373,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,105,16.5862,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,106,15.1493,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,106,15.4818,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,Fish
20240813,107,11.1064,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,107,11.3547,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,108,13.6023,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,108,13.7524,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,109,12.2296,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,109,12.4509,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,110,19.6353,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,110,19.9778,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,Fish
20240813,111,12.4017,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,111,12.5732,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,112,22.4898,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,112,22.906,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,No Fish
20240813,113,17.9351,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,113,18.3685,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,114,7.8947,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,114,8.1317,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,Fish
20240813,115,24.2549,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,115,24.744,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,116,13.182,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,116,13.444,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Small,Fish
20240813,117,11.3686,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,No Fish
20240901,117,11.6169,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,No Fish
20240813,118,10.7944,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,118,11.06103,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,119,15.2443,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,119,15.5693,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,Fish
20240813,120,22.9864,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,120,23.3358,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,No Wound,Fish
20240813,121,14.2154,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,121,14.5184,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,No Fish
20240813,122,18.9906,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,Fish
20240901,122,19.2367,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,Fish
20240813,123,11.9137,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,123,12.1438,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,124,19.4409,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,124,19.8493,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,125,11.7152,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,125,12.0722,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,126,12.6297,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,126,12.9134,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,127,18.748,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,Fish
20240901,127,19.2053,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Large,Fish
20240813,128,13.3703,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,No Wound,Fish
20240901,128,13.5765,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,No Wound,Fish
20240813,129,11.3126,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Small,No Fish
20240901,129,11.591,24.3,47.3482,29.8,26.2047,27.1,25.682,2.93,Small,No Fish
20240813,130,13.488,23.8,47.3708,26.6,26.2437,26.4,26.4345,2.93,Large,No Fish
20240901,130,13.7998,24.3,47.3374,26.7,26.2057,26.1,25.6029,2.93,Large,No Fish
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
